Idő,Eseménykörnyezet,Összetevő,Esemény neve,Leírás,Eredet,IP-cím,Idő_dt,user_id,tetel_id,Uj_oszlop,hónap,hét,nap,óra,Munka_típus,lokacio,Munka_3utas,Tantervi_hét,Tantervi_hét_szám
"2025. május 17., 17:07:38",Feladat: zh2-F,Feladat,Megtekintett kurzusmodul,The user with id '113377' viewed the 'assign' activity with course module id '1515647'.,web,94.21.82.8,2025-05-17 17:07:38,113377,,Szamonkeres,5,20,17,17,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 16:30:43",Feladat: zh2-C,Feladat,Leadás állapota megtekintve,The user with id '113418' has viewed the submission status page for the assignment with course module id '1515637'.,web,94.21.88.27,2025-05-17 16:30:43,113418,,Szamonkeres,5,20,17,16,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 16:30:43",Feladat: zh2-C,Feladat,Megtekintett kurzusmodul,The user with id '113418' viewed the 'assign' activity with course module id '1515637'.,web,94.21.88.27,2025-05-17 16:30:43,113418,,Szamonkeres,5,20,17,16,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 16:04:55",Feladat: zh2-E,Feladat,Leadás állapota megtekintve,The user with id '113500' has viewed the submission status page for the assignment with course module id '1515646'.,web,146.110.152.5,2025-05-17 16:04:55,113500,,Szamonkeres,5,20,17,16,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 17., 16:04:55",Feladat: zh2-E,Feladat,Megtekintett kurzusmodul,The user with id '113500' viewed the 'assign' activity with course module id '1515646'.,web,146.110.152.5,2025-05-17 16:04:55,113500,,Szamonkeres,5,20,17,16,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 17., 14:31:20",Feladat: zh2-E,Feladat,Leadás állapota megtekintve,The user with id '114718' has viewed the submission status page for the assignment with course module id '1515646'.,web,146.110.80.70,2025-05-17 14:31:20,114718,,Szamonkeres,5,20,17,14,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 17., 14:31:19",Feladat: zh2-E,Feladat,Megtekintett kurzusmodul,The user with id '114718' viewed the 'assign' activity with course module id '1515646'.,web,146.110.80.70,2025-05-17 14:31:19,114718,,Szamonkeres,5,20,17,14,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 17., 13:56:58",Feladat: zh2-F,Feladat,Leadás állapota megtekintve,The user with id '113377' has viewed the submission status page for the assignment with course module id '1515647'.,web,37.76.9.206,2025-05-17 13:56:58,113377,,Szamonkeres,5,20,17,13,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 13:56:58",Feladat: zh2-F,Feladat,Megtekintett kurzusmodul,The user with id '113377' viewed the 'assign' activity with course module id '1515647'.,web,37.76.9.206,2025-05-17 13:56:58,113377,,Szamonkeres,5,20,17,13,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 13:40:42",Feladat: zh2-E,Feladat,Leadás állapota megtekintve,The user with id '106745' has viewed the submission status page for the assignment with course module id '1515646'.,ws,37.76.2.165,2025-05-17 13:40:42,106745,,Szamonkeres,5,20,17,13,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 13:40:42",Feladat: zh2-E,Feladat,Megtekintett kurzusmodul,The user with id '106745' viewed the 'assign' activity with course module id '1515646'.,ws,37.76.2.165,2025-05-17 13:40:42,106745,,Szamonkeres,5,20,17,13,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 13:35:58",Feladat: zh-E,Feladat,Leadás állapota megtekintve,The user with id '106745' has viewed the submission status page for the assignment with course module id '1474045'.,ws,37.76.2.165,2025-05-17 13:35:58,106745,,Szamonkeres,5,20,17,13,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 13:35:58",Feladat: zh-E,Feladat,Megtekintett kurzusmodul,The user with id '106745' viewed the 'assign' activity with course module id '1474045'.,ws,37.76.2.165,2025-05-17 13:35:58,106745,,Szamonkeres,5,20,17,13,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 13:35:58",Feladat: zh-E,Feladat,Visszajelzés megtekintve,The user with id '106745' viewed the feedback for the user with id '106745' for the assignment with course module id '1474045'.,ws,37.76.2.165,2025-05-17 13:35:58,106745,,Szamonkeres,5,20,17,13,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 12:33:10",Feladat: zh2-A,Feladat,Leadás állapota megtekintve,The user with id '113485' has viewed the submission status page for the assignment with course module id '1515624'.,web,176.77.135.125,2025-05-17 12:33:10,113485,,Szamonkeres,5,20,17,12,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 12:33:10",Feladat: zh2-A,Feladat,Megtekintett kurzusmodul,The user with id '113485' viewed the 'assign' activity with course module id '1515624'.,web,176.77.135.125,2025-05-17 12:33:10,113485,,Szamonkeres,5,20,17,12,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 11:33:57",Feladat: zh2-D,Feladat,Leadás állapota megtekintve,The user with id '106976' has viewed the submission status page for the assignment with course module id '1515642'.,web,188.6.65.175,2025-05-17 11:33:57,106976,,Szamonkeres,5,20,17,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 11:33:56",Feladat: zh2-D,Feladat,Megtekintett kurzusmodul,The user with id '106976' viewed the 'assign' activity with course module id '1515642'.,web,188.6.65.175,2025-05-17 11:33:56,106976,,Szamonkeres,5,20,17,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 11:01:09",Feladat: zh2-D,Feladat,Leadás állapota megtekintve,The user with id '113323' has viewed the submission status page for the assignment with course module id '1515642'.,web,212.40.76.154,2025-05-17 11:01:09,113323,,Szamonkeres,5,20,17,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 11:01:09",Feladat: zh2-D,Feladat,Megtekintett kurzusmodul,The user with id '113323' viewed the 'assign' activity with course module id '1515642'.,web,212.40.76.154,2025-05-17 11:01:09,113323,,Szamonkeres,5,20,17,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 10:43:46",Feladat: zh2-F,Feladat,Leadás állapota megtekintve,The user with id '113738' has viewed the submission status page for the assignment with course module id '1515647'.,web,89.134.17.240,2025-05-17 10:43:46,113738,,Szamonkeres,5,20,17,10,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 10:43:46",Feladat: zh2-F,Feladat,Megtekintett kurzusmodul,The user with id '113738' viewed the 'assign' activity with course module id '1515647'.,web,89.134.17.240,2025-05-17 10:43:46,113738,,Szamonkeres,5,20,17,10,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 10:13:01",Feladat: zh2-C,Feladat,Leadás állapota megtekintve,The user with id '113532' has viewed the submission status page for the assignment with course module id '1515637'.,web,134.255.79.9,2025-05-17 10:13:01,113532,,Szamonkeres,5,20,17,10,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 10:13:00",Feladat: zh2-C,Feladat,Megtekintett kurzusmodul,The user with id '113532' viewed the 'assign' activity with course module id '1515637'.,web,134.255.79.9,2025-05-17 10:13:00,113532,,Szamonkeres,5,20,17,10,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 10:12:43",Feladat: zh-D,Feladat,Leadás állapota megtekintve,The user with id '113532' has viewed the submission status page for the assignment with course module id '1474042'.,web,134.255.79.9,2025-05-17 10:12:43,113532,,Szamonkeres,5,20,17,10,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 10:12:43",Feladat: zh-D,Feladat,Visszajelzés megtekintve,The user with id '113532' viewed the feedback for the user with id '113532' for the assignment with course module id '1474042'.,web,134.255.79.9,2025-05-17 10:12:43,113532,,Szamonkeres,5,20,17,10,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 10:12:43",Feladat: zh-D,Feladat,Megtekintett kurzusmodul,The user with id '113532' viewed the 'assign' activity with course module id '1474042'.,web,134.255.79.9,2025-05-17 10:12:43,113532,,Szamonkeres,5,20,17,10,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 10:12:21",Feladat: zh-C,Feladat,Leadás állapota megtekintve,The user with id '113532' has viewed the submission status page for the assignment with course module id '1474040'.,web,134.255.79.9,2025-05-17 10:12:21,113532,,Szamonkeres,5,20,17,10,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 10:12:21",Feladat: zh-C,Feladat,Megtekintett kurzusmodul,The user with id '113532' viewed the 'assign' activity with course module id '1474040'.,web,134.255.79.9,2025-05-17 10:12:21,113532,,Szamonkeres,5,20,17,10,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 10:01:03",Feladat: zh2-C,Feladat,Leadás állapota megtekintve,The user with id '113234' has viewed the submission status page for the assignment with course module id '1515637'.,web,188.6.3.67,2025-05-17 10:01:03,113234,,Szamonkeres,5,20,17,10,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 10:01:03",Feladat: zh2-C,Feladat,Megtekintett kurzusmodul,The user with id '113234' viewed the 'assign' activity with course module id '1515637'.,web,188.6.3.67,2025-05-17 10:01:03,113234,,Szamonkeres,5,20,17,10,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 08:51:46",Feladat: zh2-A,Feladat,Leadás állapota megtekintve,The user with id '113264' has viewed the submission status page for the assignment with course module id '1515624'.,web,188.36.22.114,2025-05-17 08:51:46,113264,,Szamonkeres,5,20,17,8,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 17., 08:51:46",Feladat: zh2-A,Feladat,Megtekintett kurzusmodul,The user with id '113264' viewed the 'assign' activity with course module id '1515624'.,web,188.36.22.114,2025-05-17 08:51:46,113264,,Szamonkeres,5,20,17,8,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 22:44:04",Feladat: zh2-A,Feladat,Leadás állapota megtekintve,The user with id '113277' has viewed the submission status page for the assignment with course module id '1515624'.,web,45.95.46.13,2025-05-16 22:44:04,113277,,Szamonkeres,5,20,16,22,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 22:44:03",Feladat: zh2-A,Feladat,Megtekintett kurzusmodul,The user with id '113277' viewed the 'assign' activity with course module id '1515624'.,web,45.95.46.13,2025-05-16 22:44:03,113277,,Szamonkeres,5,20,16,22,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 22:20:48",Feladat: zh2-D,Feladat,Leadás állapota megtekintve,The user with id '113323' has viewed the submission status page for the assignment with course module id '1515642'.,web,212.40.76.154,2025-05-16 22:20:48,113323,,Szamonkeres,5,20,16,22,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 22:20:48",Feladat: zh2-D,Feladat,Megtekintett kurzusmodul,The user with id '113323' viewed the 'assign' activity with course module id '1515642'.,web,212.40.76.154,2025-05-16 22:20:48,113323,,Szamonkeres,5,20,16,22,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 21:17:16",Feladat: zh2-D,Feladat,Leadás állapota megtekintve,The user with id '113569' has viewed the submission status page for the assignment with course module id '1515642'.,web,78.92.128.10,2025-05-16 21:17:16,113569,,Szamonkeres,5,20,16,21,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 21:17:16",Feladat: zh2-D,Feladat,Megtekintett kurzusmodul,The user with id '113569' viewed the 'assign' activity with course module id '1515642'.,web,78.92.128.10,2025-05-16 21:17:16,113569,,Szamonkeres,5,20,16,21,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 19:34:36",Feladat: zh2-C,Feladat,Leadás állapota megtekintve,The user with id '113542' has viewed the submission status page for the assignment with course module id '1515637'.,web,84.3.29.197,2025-05-16 19:34:36,113542,,Szamonkeres,5,20,16,19,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 19:34:36",Feladat: zh2-C,Feladat,Megtekintett kurzusmodul,The user with id '113542' viewed the 'assign' activity with course module id '1515637'.,web,84.3.29.197,2025-05-16 19:34:36,113542,,Szamonkeres,5,20,16,19,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 18:38:00",Feladat: zh2-A,Feladat,Leadás állapota megtekintve,The user with id '113264' has viewed the submission status page for the assignment with course module id '1515624'.,web,188.36.22.114,2025-05-16 18:38:00,113264,,Szamonkeres,5,20,16,18,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 18:38:00",Feladat: zh2-A,Feladat,Megtekintett kurzusmodul,The user with id '113264' viewed the 'assign' activity with course module id '1515624'.,web,188.36.22.114,2025-05-16 18:38:00,113264,,Szamonkeres,5,20,16,18,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 18:14:05",Feladat: zh2-D,Feladat,Leadás állapota megtekintve,The user with id '113379' has viewed the submission status page for the assignment with course module id '1515642'.,web,188.142.137.131,2025-05-16 18:14:05,113379,,Szamonkeres,5,20,16,18,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 18:14:05",Feladat: zh2-D,Feladat,Megtekintett kurzusmodul,The user with id '113379' viewed the 'assign' activity with course module id '1515642'.,web,188.142.137.131,2025-05-16 18:14:05,113379,,Szamonkeres,5,20,16,18,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 16:50:58",Teszt: Elmélet2_3,Biztonságos vizsgaböngésző hozzáférési szabályai,A teszthez való hozzáférést megakadályozták,The user with id '113324' has been prevented from accessing quiz with id '583356' by the Safe Exam Browser access plugin. The reason was 'Érvénytelen SEB konfigurációs kulcs'. Expected config key: 'cc2bf6e85cdaff90a86de7ff85c9acd88fb223065a0e80d5f704e87e0656898e'. Received config key: ''. Received browser exam key: ''.,web,5.38.208.1,2025-05-16 16:50:58,113324,,Szamonkeres,5,20,16,16,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 16:50:58",Teszt: Elmélet2_3,Teszt,Megtekintett kurzusmodul,The user with id '113324' viewed the 'quiz' activity with course module id '1515643'.,web,5.38.208.1,2025-05-16 16:50:58,113324,,Szamonkeres,5,20,16,16,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 16:50:43",Teszt: Elmélet2_1,Biztonságos vizsgaböngésző hozzáférési szabályai,A teszthez való hozzáférést megakadályozták,The user with id '113324' has been prevented from accessing quiz with id '583353' by the Safe Exam Browser access plugin. The reason was 'Érvénytelen SEB konfigurációs kulcs'. Expected config key: '6088db79cad413d297e00c8e09da31e3481d4322d634c3b06de1cf50b3188d39'. Received config key: ''. Received browser exam key: ''.,web,5.38.208.1,2025-05-16 16:50:43,113324,,Szamonkeres,5,20,16,16,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 16:50:43",Teszt: Elmélet2_1,Teszt,Megtekintett kurzusmodul,The user with id '113324' viewed the 'quiz' activity with course module id '1515616'.,web,5.38.208.1,2025-05-16 16:50:43,113324,,Szamonkeres,5,20,16,16,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 16:50:36",Feladat: zh2-A,Feladat,Leadás állapota megtekintve,The user with id '113324' has viewed the submission status page for the assignment with course module id '1515624'.,web,5.38.208.1,2025-05-16 16:50:36,113324,,Szamonkeres,5,20,16,16,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 16:50:36",Feladat: zh2-A,Feladat,Megtekintett kurzusmodul,The user with id '113324' viewed the 'assign' activity with course module id '1515624'.,web,5.38.208.1,2025-05-16 16:50:36,113324,,Szamonkeres,5,20,16,16,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 16:50:29",Teszt: Elmélet2_2,Biztonságos vizsgaböngésző hozzáférési szabályai,A teszthez való hozzáférést megakadályozták,The user with id '113324' has been prevented from accessing quiz with id '583355' by the Safe Exam Browser access plugin. The reason was 'Érvénytelen SEB konfigurációs kulcs'. Expected config key: '9d3573c2d48ec0b16f762ecdb487f00fa7165d20e5cc5c2cac73cbb75b19f70a'. Received config key: ''. Received browser exam key: ''.,web,5.38.208.1,2025-05-16 16:50:29,113324,,Szamonkeres,5,20,16,16,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 16:50:29",Teszt: Elmélet2_2,Teszt,Megtekintett kurzusmodul,The user with id '113324' viewed the 'quiz' activity with course module id '1515631'.,web,5.38.208.1,2025-05-16 16:50:29,113324,,Szamonkeres,5,20,16,16,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 16:39:44",Feladat: zh2-E,Feladat,Leadás állapota megtekintve,The user with id '113482' has viewed the submission status page for the assignment with course module id '1515646'.,web,176.63.18.123,2025-05-16 16:39:44,113482,,Szamonkeres,5,20,16,16,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 16:39:43",Feladat: zh2-E,Feladat,Megtekintett kurzusmodul,The user with id '113482' viewed the 'assign' activity with course module id '1515646'.,web,176.63.18.123,2025-05-16 16:39:43,113482,,Szamonkeres,5,20,16,16,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 16:39:21",Teszt: Elmélet3,Biztonságos vizsgaböngésző hozzáférési szabályai,A teszthez való hozzáférést megakadályozták,The user with id '113482' has been prevented from accessing quiz with id '582952' by the Safe Exam Browser access plugin. The reason was 'Érvénytelen SEB konfigurációs kulcs'. Expected config key: 'f392981db76214ddf0c2ed028821cc30f4f46bc1ef0ae11a5ed3fc28ebf804fe'. Received config key: ''. Received browser exam key: ''.,web,176.63.18.123,2025-05-16 16:39:21,113482,,Szamonkeres,5,20,16,16,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 16:39:21",Teszt: Elmélet3,Teszt,Megtekintett kurzusmodul,The user with id '113482' viewed the 'quiz' activity with course module id '1503322'.,web,176.63.18.123,2025-05-16 16:39:21,113482,,Szamonkeres,5,20,16,16,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 16:36:03",Teszt: Elmélet1,Biztonságos vizsgaböngésző hozzáférési szabályai,A teszthez való hozzáférést megakadályozták,The user with id '113226' has been prevented from accessing quiz with id '582943' by the Safe Exam Browser access plugin. The reason was 'Érvénytelen SEB konfigurációs kulcs'. Expected config key: 'f7fb1980f46d3b4fbd8c023499e74adee76e83b15a9509123b0b7ba473f82542'. Received config key: ''. Received browser exam key: ''.,web,78.23.0.134,2025-05-16 16:36:03,113226,,Szamonkeres,5,20,16,16,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 16:36:03",Teszt: Elmélet1,Teszt,Megtekintett kurzusmodul,The user with id '113226' viewed the 'quiz' activity with course module id '1503059'.,web,78.23.0.134,2025-05-16 16:36:03,113226,,Szamonkeres,5,20,16,16,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 15:39:24",Feladat: zh2-F,Feladat,Leadás állapota megtekintve,The user with id '113738' has viewed the submission status page for the assignment with course module id '1515647'.,web,89.134.17.240,2025-05-16 15:39:24,113738,,Szamonkeres,5,20,16,15,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 15:39:24",Feladat: zh2-F,Feladat,Megtekintett kurzusmodul,The user with id '113738' viewed the 'assign' activity with course module id '1515647'.,web,89.134.17.240,2025-05-16 15:39:24,113738,,Szamonkeres,5,20,16,15,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 13:05:46",Feladat: zh2-C,Feladat,Leadás állapota megtekintve,The user with id '113394' has viewed the submission status page for the assignment with course module id '1515637'.,web,176.63.12.88,2025-05-16 13:05:46,113394,,Szamonkeres,5,20,16,13,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 13:05:45",Feladat: zh2-C,Feladat,Megtekintett kurzusmodul,The user with id '113394' viewed the 'assign' activity with course module id '1515637'.,web,176.63.12.88,2025-05-16 13:05:45,113394,,Szamonkeres,5,20,16,13,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 13:05:39",Teszt: Elmélet2_2,Biztonságos vizsgaböngésző hozzáférési szabályai,A teszthez való hozzáférést megakadályozták,The user with id '113394' has been prevented from accessing quiz with id '583355' by the Safe Exam Browser access plugin. The reason was 'Érvénytelen SEB konfigurációs kulcs'. Expected config key: '9d3573c2d48ec0b16f762ecdb487f00fa7165d20e5cc5c2cac73cbb75b19f70a'. Received config key: ''. Received browser exam key: ''.,web,176.63.12.88,2025-05-16 13:05:39,113394,,Szamonkeres,5,20,16,13,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 13:05:38",Teszt: Elmélet2_2,Teszt,Megtekintett kurzusmodul,The user with id '113394' viewed the 'quiz' activity with course module id '1515631'.,web,176.63.12.88,2025-05-16 13:05:38,113394,,Szamonkeres,5,20,16,13,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 12:57:48",Feladat: zh2-D,Feladat,Leadás állapota megtekintve,The user with id '113457' has viewed the submission status page for the assignment with course module id '1515642'.,web,37.76.0.136,2025-05-16 12:57:48,113457,,Szamonkeres,5,20,16,12,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 12:57:48",Feladat: zh2-D,Feladat,Megtekintett kurzusmodul,The user with id '113457' viewed the 'assign' activity with course module id '1515642'.,web,37.76.0.136,2025-05-16 12:57:48,113457,,Szamonkeres,5,20,16,12,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 12:22:39",Feladat: zh2-F,Feladat,Leadás állapota megtekintve,The user with id '113377' has viewed the submission status page for the assignment with course module id '1515647'.,web,81.183.222.134,2025-05-16 12:22:39,113377,,Szamonkeres,5,20,16,12,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 12:22:39",Feladat: zh2-F,Feladat,Megtekintett kurzusmodul,The user with id '113377' viewed the 'assign' activity with course module id '1515647'.,web,81.183.222.134,2025-05-16 12:22:39,113377,,Szamonkeres,5,20,16,12,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 12:22:34",Feladat: zh2-E,Feladat,Leadás állapota megtekintve,The user with id '113377' has viewed the submission status page for the assignment with course module id '1515646'.,web,81.183.222.134,2025-05-16 12:22:34,113377,,Szamonkeres,5,20,16,12,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 12:22:34",Feladat: zh2-E,Feladat,Megtekintett kurzusmodul,The user with id '113377' viewed the 'assign' activity with course module id '1515646'.,web,81.183.222.134,2025-05-16 12:22:34,113377,,Szamonkeres,5,20,16,12,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 11:54:32",Feladat: zh2-A,Feladat,Leadás állapota megtekintve,The user with id '113264' has viewed the submission status page for the assignment with course module id '1515624'.,web,188.36.22.114,2025-05-16 11:54:32,113264,,Szamonkeres,5,20,16,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 11:54:32",Feladat: zh2-A,Feladat,Megtekintett kurzusmodul,The user with id '113264' viewed the 'assign' activity with course module id '1515624'.,web,188.36.22.114,2025-05-16 11:54:32,113264,,Szamonkeres,5,20,16,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 11:54:02",Feladat: zh2-A,Feladat,Leadás állapota megtekintve,The user with id '95966' has viewed the submission status page for the assignment with course module id '1515624'.,web,146.110.141.197,2025-05-16 11:54:02,95966,,Szamonkeres,5,20,16,11,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 16., 11:54:01",Feladat: zh2-A,Feladat,Megtekintett kurzusmodul,The user with id '95966' viewed the 'assign' activity with course module id '1515624'.,web,146.110.141.197,2025-05-16 11:54:01,95966,,Szamonkeres,5,20,16,11,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 16., 11:46:16",Feladat: zh2-C,Feladat,Leadás állapota megtekintve,The user with id '113234' has viewed the submission status page for the assignment with course module id '1515637'.,web,188.6.3.67,2025-05-16 11:46:16,113234,,Szamonkeres,5,20,16,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 11:46:15",Feladat: zh2-C,Feladat,Megtekintett kurzusmodul,The user with id '113234' viewed the 'assign' activity with course module id '1515637'.,web,188.6.3.67,2025-05-16 11:46:15,113234,,Szamonkeres,5,20,16,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 11:45:58",Feladat: zh-D,Feladat,Leadás állapota megtekintve,The user with id '113234' has viewed the submission status page for the assignment with course module id '1474042'.,web,188.6.3.67,2025-05-16 11:45:58,113234,,Szamonkeres,5,20,16,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 11:45:58",Feladat: zh-D,Feladat,Visszajelzés megtekintve,The user with id '113234' viewed the feedback for the user with id '113234' for the assignment with course module id '1474042'.,web,188.6.3.67,2025-05-16 11:45:58,113234,,Szamonkeres,5,20,16,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 11:45:58",Feladat: zh-D,Feladat,Megtekintett kurzusmodul,The user with id '113234' viewed the 'assign' activity with course module id '1474042'.,web,188.6.3.67,2025-05-16 11:45:58,113234,,Szamonkeres,5,20,16,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 11:43:45",Feladat: zh2-A,Feladat,Megtekintett kurzusmodul,The user with id '113270' viewed the 'assign' activity with course module id '1515624'.,web,146.110.172.93,2025-05-16 11:43:45,113270,,Szamonkeres,5,20,16,11,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 16., 11:36:18",Feladat: zh2-B,Feladat,Leadás állapota megtekintve,The user with id '113251' has viewed the submission status page for the assignment with course module id '1515629'.,web,94.44.254.129,2025-05-16 11:36:18,113251,,Szamonkeres,5,20,16,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 11:36:17",Feladat: zh2-B,Feladat,Megtekintett kurzusmodul,The user with id '113251' viewed the 'assign' activity with course module id '1515629'.,web,94.44.254.129,2025-05-16 11:36:17,113251,,Szamonkeres,5,20,16,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 11:10:18",Feladat: zh2-C,Feladat,Leadás állapota megtekintve,The user with id '113460' has viewed the submission status page for the assignment with course module id '1515637'.,web,176.77.135.250,2025-05-16 11:10:18,113460,,Szamonkeres,5,20,16,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 11:10:18",Feladat: zh2-C,Feladat,Megtekintett kurzusmodul,The user with id '113460' viewed the 'assign' activity with course module id '1515637'.,web,176.77.135.250,2025-05-16 11:10:18,113460,,Szamonkeres,5,20,16,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 09:56:52",Feladat: zh2-D,Feladat,Leadás állapota megtekintve,The user with id '113569' has viewed the submission status page for the assignment with course module id '1515642'.,web,78.92.128.10,2025-05-16 09:56:52,113569,,Szamonkeres,5,20,16,9,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 16., 09:56:52",Feladat: zh2-D,Feladat,Megtekintett kurzusmodul,The user with id '113569' viewed the 'assign' activity with course module id '1515642'.,web,78.92.128.10,2025-05-16 09:56:52,113569,,Szamonkeres,5,20,16,9,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
